Title,score,budget,Marketing Amount,gross,Profitability,Pre-Production Amount,VFX Amount,Post Production Amount,Music Amount,Distribution Amount,released_epoch,genre_encoded,star_encoded
Throw Momma from the Train,6.3,14000000,3500000,57915972,43915972,7700000,1050000,1050000,560000,1750000,566179200,4,562
Amazon Women on the Moon,6.2,22607802.13,5651950.532,548696,-22059106.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,558921600,4,2288
Teen Wolf Too,3.4,3000000,750000,7888703,4888703,1650000,225000,225000,120000,375000,564364800,4,1124
Baby Boom,6.3,22607802.13,5651950.532,26712476,4104673.871,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,562550400,4,651
84 Charing Cross Road,7.5,25312316.72,4429655.427,1083486,-24228830.72,13921774.2,1898423.754,1898423.754,1012492.669,3164039.59,540172800,3,148
The Gate,6.1,16885714.29,5065714.286,13539458,-3346256.286,5910000,6754285.714,2110714.286,844285.7143,2110714.286,548035200,8,2492
Ernest Goes to Camp,5.5,3500000,875000,23509382,20009382,1925000,262500,262500,140000,437500,548640000,4,1242
Aria,5.8,22607802.13,5651950.532,1028679,-21579123.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,558662400,4,1300
Hamburger Hill,6.7,58084599.21,21781724.7,13839404,-44245195.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,557107200,0,159
Cherry 2000,5.6,10000000,3750000,145508580.8,135508580.8,4500000,3000000,750000,400000,1250000,571017600,0,1829
The Hidden,7,5000000,1250000,9747988,4747988,2250000,750000,375000,300000,625000,562550400,10,1546
The Bedroom Window,6.4,8300000,1660000,12640385,4340385,4565000,1245000,622500,498000,1037500,537753600,5,2507
Barfly,7.2,3000000,750000,3221568,221568,1650000,225000,225000,120000,375000,561340800,4,1903
Maid to Order,5.5,3000000,900000,9868521,6868521,1050000,1200000,375000,150000,375000,554688000,8,89
Blind Date,6,18000000,4500000,39337581,21337581,9900000,1350000,1350000,720000,2250000,543801600,4,1507
Au Revoir les Enfants,8,22914608.79,4010056.539,4575613,-18338995.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,571622400,6,873
"Rita, Sue and Bob Too",6.5,22607802.13,5651950.532,124167,-22483635.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,549244800,4,2462
Hope and Glory,7.3,22607802.13,5651950.532,10021120,-12586682.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,572227200,4,2358
No Man's Land,6.1,8000000,1600000,2877571,-5122429,4400000,1200000,600000,480000,1000000,561945600,5,399
Ishtar,4.5,55000000,20625000,14375181,-40624819,24750000,16500000,4125000,2200000,6875000,548035200,0,2741
Tough Guys Don't Dance,4.8,5000000,1250000,858250,-4141750,2750000,375000,375000,200000,625000,558921600,4,2311
Stakeout,6.6,58084599.21,21781724.7,65673233,7588633.793,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,555120000,0,2209
Babette's Feast,7.8,22914608.79,4010056.539,4637920,-18276688.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,573436800,6,2524
The Garbage Pail Kids Movie,2.6,1000000,375000,1576615,576615,450000,300000,75000,40000,125000,556588800,1,166
Radio Days,7.5,16000000,4000000,14792779,-1207221,8800000,1200000,1200000,640000,2000000,538963200,4,1846
Bagdad Cafe,7.4,22607802.13,5651950.532,3731829,-18875973.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,577670400,4,1729
Project X,6.1,18000000,4500000,21589395,3589395,9900000,1350000,1350000,720000,2250000,545616000,4,1798
Three O'Clock High,7.1,6000000,1500000,3685862,-2314138,3300000,450000,450000,240000,750000,560736000,4,365
The Barbarians,5,4000000,1500000,800000,-3200000,1800000,1200000,300000,160000,500000,543196800,0,606
North Shore,6.5,58084599.21,21781724.7,3832228,-54252371.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,555897600,0,1789
The Believers,6.1,13000000,2600000,18753438,5753438,7150000,1950000,975000,780000,1625000,550281600,5,1768
House II: the Second Story,5.4,22607802.13,5651950.532,7800000,-14807802.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,557107200,4,181
Death Wish 4: The Crackdown,5.4,5000000,1875000,6880310,1880310,2250000,1500000,375000,200000,625000,563155200,0,391
House of Games,7.3,22363565.63,4472713.126,2585639,-19777926.63,12299961.1,3354534.844,1677267.422,1341813.938,2795445.704,561168000,5,1626
Cry Freedom,7.4,29000000,5075000,5899797,-23100203,15950000,2175000,2175000,1160000,3625000,563155200,3,640
Man on Fire,5.9,58084599.21,21781724.7,519596,-57565003.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,557712000,0,2373
Assassination,5.2,5000000,1875000,6075793,1075793,2250000,1500000,375000,200000,625000,537148800,0,391
The Pick-up Artist,5.3,15000000,3750000,13290368,-1709632,8250000,1125000,1125000,600000,1875000,558921600,4,1936
Back to the Beach,5.9,22607802.13,5651950.532,13110903,-9496899.129,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,555292800,4,841
Someone to Watch Over Me,6.1,12800000,2560000,10278549,-2521451,7040000,1920000,960000,768000,1600000,560736000,5,2634
Born in East L.A.,6,22607802.13,5651950.532,17355263,-5252539.129,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,556502400,4,409
Ironweed,6.7,27000000,4725000,7393346,-19606654,17550000,2025000,2025000,1080000,3375000,571622400,6,1048
Who's That Girl,4.8,17000000,4250000,7305209,-9694791,9350000,1275000,1275000,680000,2125000,555292800,4,1702
Extreme Prejudice,6.6,22000000,8250000,11307844,-10692156,9900000,6600000,1650000,880000,2750000,546220800,0,1992
Matewan,7.9,4000000,700000,1680358,-2319642,2600000,300000,300000,160000,500000,557107200,6,423
Pelle the Conqueror,7.8,22914608.79,4010056.539,2063688,-20850920.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,598665600,6,2104
Suspect,6.6,14500000,2900000,18782400,4282400,7975000,2175000,1087500,870000,1812500,561945600,5,410
The Fourth Protocol,6.6,6000000,1200000,12423831,6423831,3300000,900000,450000,360000,750000,557107200,17,1851
The Chipmunk Adventure,7.2,75785197.13,15157039.43,6804312,-68980885.13,26524819,34103338.71,7578519.713,3789259.857,9473149.642,548640000,2,2294
The Allnighter,4.2,22607802.13,5651950.532,2700000,-19907802.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,546825600,4,2533
Prom Night II,5.7,12825159.09,3206289.773,2683519,-10141640.09,5771321.591,1923773.864,961886.9318,769509.5455,1603144.886,561340800,10,1636
Hiding Out,6.4,7000000,1750000,7019441,19441,3850000,525000,525000,280000,875000,563155200,4,1326
White Water Summer,6.2,45708389.06,17140645.9,300859,-45407530.06,20568775.08,13712516.72,3428129.179,1828335.562,5713548.632,552873600,1,1492
Made in Heaven,6.4,13000000,3250000,4572845,-8427155,7150000,975000,975000,520000,1625000,563155200,4,2622
Best Seller,6.5,58084599.21,21781724.7,4278150,-53806449.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,559526400,0,1102
Date with an Angel,5.7,8000000,2000000,1988962,-6011038,4400000,600000,600000,320000,1000000,564364800,4,1859
Hunk,4.7,22607802.13,5651950.532,1749956,-20857846.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,541987200,4,1277
Real Men,6.1,58084599.21,21781724.7,873903,-57210696.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,559526400,0,1233
Critical Condition,5.4,14000000,3500000,20240502,6240502,7700000,1050000,1050000,560000,1750000,537753600,4,2221
A Month in the Country,6.9,22914608.79,4010056.539,38930959.49,16016350.7,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,565574400,6,490
Outrageous Fortune,6.2,22607802.13,5651950.532,52864741,30256938.87,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,538963200,4,2441
Like Father Like Son,5.2,10500000,2625000,34377585,23877585,5775000,787500,787500,420000,1312500,560131200,4,695
Steel Dawn,5.1,3520000,1320000,562187,-2957813,1584000,1056000,264000,140800,440000,575769600,0,2074
Tin Men,6.6,11000000,2750000,25411386,14411386,6050000,825000,825000,440000,1375000,542592000,4,2209
The Big Town,5.9,22914608.79,4010056.539,1733017,-21181591.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,559526400,6,1791
Light of Day,5.6,22914608.79,4010056.539,10489617,-12424991.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,539568000,6,1864
Prison,5.8,4000000,800000,345704,-3654296,2200000,600000,300000,240000,500000,565920000,5,1557
Wish You Were Here,6.8,22607802.13,5651950.532,3283832,-19323970.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,554083200,4,762
Gandahar,7.1,75785197.13,15157039.43,370698,-75414499.13,26524819,34103338.71,7578519.713,3789259.857,9473149.642,622252800,2,912
Street Smart,6.4,5000000,1000000,1119112,-3880888,2750000,750000,375000,300000,625000,543196800,5,466
The Curse,5.1,12825159.09,3206289.773,1930001,-10895158.09,5771321.591,1923773.864,961886.9318,769509.5455,1603144.886,590198400,10,2753
The House on Carroll Street,6.1,14000000,2800000,459824,-13540176,7700000,2100000,1050000,840000,1750000,987724800,17,1475
The Whales of August,7.3,22914608.79,4010056.539,1338198,-21576410.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,556329600,6,244
Prick Up Your Ears,7.3,25312316.72,4429655.427,1672927,-23639389.72,13921774.2,1898423.754,1898423.754,1012492.669,3164039.59,547430400,3,872
The Principal,6.3,11000000,4125000,19734940,8734940,4950000,3300000,825000,440000,1375000,558921600,0,1233
American Ninja 2: The Confrontation,4.9,350000,131250,4000000,3650000,157500,105000,26250,14000,43750,546825600,0,1858
Housekeeping,7.2,22607802.13,5651950.532,1083282,-21524520.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,571017600,4,454
A Prayer for the Dying,6.3,6000000,2250000,1432687,-4567313,2700000,1800000,450000,240000,750000,558316800,0,1903
Slam Dance,5.3,4500000,900000,406881,-4093119,2475000,675000,337500,270000,562500,560131200,5,2646
Rampage,6.2,7500000,1312500,796368,-6703632,4875000,562500,562500,300000,937500,720403200,6,1850
The Sicilian,5.4,9000000,3375000,5406879,-3593121,4050000,2700000,675000,360000,1125000,561945600,0,462
"Silent Night, Deadly Night Part 2",3.8,100000,25000,47372409.13,47272409.13,45000,15000,7500,6000,12500,545011200,10,782
Creepozoids,4,75000,18750,47372409.13,47297409.13,33750,11250,5625,4500,9375,560131200,10,1628
The Outing,5.1,2000000,500000,1083395,-916605,900000,300000,150000,120000,250000,564451200,10,621
Nightflyers,4.3,12825159.09,3206289.773,1149470,-11675689.09,5771321.591,1923773.864,961886.9318,769509.5455,1603144.886,576374400,10,373
Fatal Beauty,5.4,58084599.21,21781724.7,12046526,-46038073.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,562550400,0,2752
Siesta,5.6,22914608.79,4010056.539,700000,-22214608.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,563587200,6,746
Leonard Part 6,2.2,24000000,9000000,4615255,-19384745,10800000,7200000,1800000,960000,3000000,566784000,0,251
Boyfriends and Girlfriends,7.6,22607802.13,5651950.532,824024,-21783778.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,584928000,4,775
White Mischief,6.3,5300000,1060000,3107551,-2192449,2915000,795000,397500,318000,662500,578880000,5,2358
White of the Eye,6.2,12825159.09,3206289.773,47372409.13,34547250.04,5771321.591,1923773.864,961886.9318,769509.5455,1603144.886,551059200,10,597
Hot Pursuit,5.8,22607802.13,5651950.532,4215849,-18391953.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,547430400,4,1288
Hollywood Shuffle,7,100000,25000,5228617,5128617,55000,7500,7500,4000,12500,543196800,4,2256
The Dead,7.3,22914608.79,4010056.539,4370078,-18544530.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,566784000,6,139
Gardens of Stone,6.4,22914608.79,4010056.539,5262047,-17652561.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,547430400,6,1075
Nuts,6.6,25000000,4375000,30950002,5950002,16250000,1875000,1875000,1000000,3125000,566179200,6,206
Four Adventures of Reinette and Mirabelle,7.6,22607802.13,5651950.532,22039,-22585763.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,616809600,4,1371
Walk Like a Man,4.8,22607802.13,5651950.532,44331874.3,21724072.17,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,545616000,4,463
Cross My Heart,5.7,22607802.13,5651950.532,1025762,-21582040.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,563760000,4,1769
Walker,6.6,5800000,1015000,47874322.87,42074322.87,3190000,435000,435000,232000,725000,565574400,3,702
Malone,5.7,10000000,3750000,3060858,-6939142,4500000,3000000,750000,400000,1250000,546825600,0,343
Making Mr. Right,5.4,22607802.13,5651950.532,1584970,-21022832.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,544406400,4,1309
Return to Horror High,4.3,22607802.13,5651950.532,1189709,-21418093.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,540777600,4,1654
Straight to Hell,5.7,1000000,375000,210200,-789800,450000,300000,75000,40000,125000,551664000,0,2538
Hello Again,5.3,22607802.13,5651950.532,20419446,-2188356.129,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,563155200,4,2441
Promised Land,5.7,22914608.79,4010056.539,316199,-22598409.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,569808000,6,1132
Dead of Winter,6.2,22914608.79,4010056.539,2413427,-20501181.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,539568000,6,1778
"No Retreat, No Surrender 2",5.1,45708389.06,17140645.9,109325230.2,63616841.16,20568775.08,13712516.72,3428129.179,1828335.562,5713548.632,601862400,1,1646
My Demon Lover,4.6,22607802.13,5651950.532,3922273,-18685529.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,546220800,4,2381
China Girl,6.2,22363565.63,4472713.126,1262091,-21101474.63,12299961.1,3354534.844,1677267.422,1341813.938,2795445.704,559526400,5,1096
Five Corners,6.2,5500000,1100000,969205,-4530795,3025000,825000,412500,330000,687500,987724800,5,1261
The Squeeze,4.7,19000000,7125000,2228951,-16771049,8550000,5700000,1425000,760000,2375000,552873600,0,1869
Nadine,5.5,12000000,3000000,5669831,-6330169,6600000,900000,900000,480000,1500000,555292800,4,1162
Personal Services,6.4,19897678,4974419.5,1744164,-18153514,10943722.9,1492325.85,1492325.85,795907.12,2487209.75,548035200,4,1395
Cyclone,4.5,58084599.21,21781724.7,145508580.8,87423981.64,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,549849600,0,977
Three for the Road,5.3,22914608.79,4010056.539,1539000,-21375608.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,554083200,6,399
Little Dorrit,7.3,22914608.79,4010056.539,1025228,-21889380.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,593395200,6,641
The Year My Voice Broke,7.4,22914608.79,4010056.539,213901,-22700707.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,561427200,6,2012
The Belly of an Architect,7,22914608.79,4010056.539,38930959.49,16016350.7,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,561340800,6,314
Pass the Ammo,6.1,22607802.13,5651950.532,169785,-22438017.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,573436800,4,258
In the Mood,6.2,7000000,1750000,999382,-6000618,3850000,525000,525000,280000,875000,558748800,4,2069
Surrender,5.4,15000000,3750000,5711976,-9288024,8250000,1125000,1125000,600000,1875000,560736000,4,2323
Intervista,7,22607802.13,5651950.532,138608,-22469194.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,721008000,4,2403
Square Dance,5.9,22914608.79,4010056.539,225358,-22689250.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,568684800,6,1141
Shy People,6.7,22914608.79,4010056.539,38930959.49,16016350.7,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,574041600,6,1229
A Man in Love,5.9,22914608.79,4010056.539,949451,-21965157.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,987724800,6,2116
Disorderlies,5,22607802.13,5651950.532,10348437,-12259365.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,555897600,4,572
Anguish,6.7,12825159.09,3206289.773,47372409.13,34547250.04,5771321.591,1923773.864,961886.9318,769509.5455,1603144.886,568598400,10,2806
September,6.5,10000000,1750000,486434,-9513566,6500000,750000,750000,400000,1250000,566784000,6,726
Oci ciornie,7.4,22607802.13,5651950.532,2201428,-20406374.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,563155200,4,1720
Burglar,5.2,22607802.13,5651950.532,16337355,-6270447.129,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,543196800,4,2752
The Kindred,5.6,12825159.09,3206289.773,2407024,-10418135.09,5771321.591,1923773.864,961886.9318,769509.5455,1603144.886,538963200,10,2266
Julia and Julia,5.6,22914608.79,4010056.539,901364,-22013244.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,571017600,6,1446
Russkies,5.6,22914608.79,4010056.539,2189047,-20725561.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,563155200,6,2750
"Sister, Sister",5.4,4000000,700000,743445,-3256555,2600000,300000,300000,160000,500000,571363200,6,785
From the Hip,6.2,22607802.13,5651950.532,9518342,-13089460.13,12434291.17,1695585.16,1695585.16,904312.0852,2825975.266,539568000,4,1373
Death Before Dishonor,4.9,58084599.21,21781724.7,4546244,-53538355.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,540777600,0,844
Cold Steel,4.5,58084599.21,21781724.7,285885,-57798714.21,26138069.64,17425379.76,4356344.941,2323383.968,7260574.901,576547200,0,289
Million Dollar Mystery,5.1,10000000,2500000,989033,-9010967,5500000,750000,750000,400000,1250000,550454400,4,709
The Glass Menagerie,7.1,22914608.79,4010056.539,895904,-22018704.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,549072000,6,1256
Anna,6.5,22914608.79,4010056.539,1236848,-21677760.79,14894495.71,1718595.659,1718595.659,916584.3517,2864326.099,565056000,6,2326
